,flight_number,iata,icao,arrival_airport,terminal,gate,baggage,delay,scheduled,estimated,actual,estimated_runway,actual_runway,flight_type,airline_id,airport_id
13908,4843,VS4843,VIR4843,Hartsfield-jackson Atlanta International,S,B13,7,,2021-02-28T18:46:00+00:00,2021-02-28T18:46:00+00:00,,,,ARRIVAL,,19
13909,1520,DL1520,DAL1520,Hartsfield-jackson Atlanta International,S,B13,7,,2021-02-28T18:46:00+00:00,2021-02-28T18:46:00+00:00,2021-02-28T18:25:00+00:00,2021-02-28T18:25:00+00:00,2021-02-28T18:25:00+00:00,ARRIVAL,,19
13910,367,NK367,NKS367,Hartsfield-jackson Atlanta International,N,D4,,5.0,2021-02-28T19:48:00+00:00,2021-02-28T19:48:00+00:00,,,,ARRIVAL,,19
13911,4394,VS4394,VIR4394,Hartsfield-jackson Atlanta International,S,A20,7,12.0,2021-02-28T20:00:00+00:00,2021-02-28T20:00:00+00:00,,,,ARRIVAL,,19
13912,1365,DL1365,DAL1365,Hartsfield-jackson Atlanta International,S,A20,7,12.0,2021-02-28T20:00:00+00:00,2021-02-28T20:00:00+00:00,,,,ARRIVAL,,19
13913,2455,AF2455,AFR2455,Hartsfield-jackson Atlanta International,S,B22,6,,2021-02-28T18:55:00+00:00,2021-02-28T18:55:00+00:00,,,,ARRIVAL,,19
13914,1747,DL1747,DAL1747,Hartsfield-jackson Atlanta International,S,B22,6,,2021-02-28T18:55:00+00:00,2021-02-28T18:55:00+00:00,,,,ARRIVAL,,19
13915,2457,AF2457,AFR2457,Hartsfield-jackson Atlanta International,S,D8A,9,,2021-02-28T18:26:00+00:00,2021-02-28T18:26:00+00:00,,,,ARRIVAL,,19
13916,8540,KL8540,KLM8540,Hartsfield-jackson Atlanta International,S,D8A,9,,2021-02-28T18:26:00+00:00,2021-02-28T18:26:00+00:00,,,,ARRIVAL,,19
13917,2702,VS2702,VIR2702,Hartsfield-jackson Atlanta International,S,D8A,9,,2021-02-28T18:26:00+00:00,2021-02-28T18:26:00+00:00,,,,ARRIVAL,,19
13918,7247,WS7247,WJA7247,Hartsfield-jackson Atlanta International,S,D8A,9,,2021-02-28T18:26:00+00:00,2021-02-28T18:26:00+00:00,,,,ARRIVAL,,19
13919,4646,DL4646,DAL4646,Hartsfield-jackson Atlanta International,S,D8A,9,,2021-02-28T18:26:00+00:00,2021-02-28T18:26:00+00:00,2021-02-28T18:07:00+00:00,2021-02-28T18:07:00+00:00,2021-02-28T18:07:00+00:00,ARRIVAL,,19
13920,2723,AF2723,AFR2723,Hartsfield-jackson Atlanta International,S,D31,9,,2021-02-28T18:34:00+00:00,2021-02-28T18:34:00+00:00,,,,ARRIVAL,,19
13921,6899,KL6899,KLM6899,Hartsfield-jackson Atlanta International,S,D31,9,,2021-02-28T18:34:00+00:00,2021-02-28T18:34:00+00:00,,,,ARRIVAL,,19
13922,5322,VS5322,VIR5322,Hartsfield-jackson Atlanta International,S,D31,9,,2021-02-28T18:34:00+00:00,2021-02-28T18:34:00+00:00,,,,ARRIVAL,,19
13923,5222,DL5222,DAL5222,Hartsfield-jackson Atlanta International,S,D31,9,,2021-02-28T18:34:00+00:00,2021-02-28T18:34:00+00:00,2021-02-28T18:27:00+00:00,2021-02-28T18:27:00+00:00,2021-02-28T18:27:00+00:00,ARRIVAL,,19
13924,2896,VS2896,VIR2896,Hartsfield-jackson Atlanta International,S,D44,9,,2021-02-28T19:50:00+00:00,2021-02-28T19:50:00+00:00,2021-02-28T19:14:00+00:00,2021-02-28T19:14:00+00:00,2021-02-28T19:14:00+00:00,ARRIVAL,,19
13925,5174,DL5174,DAL5174,Hartsfield-jackson Atlanta International,S,D44,9,,2021-02-28T19:50:00+00:00,2021-02-28T19:50:00+00:00,2021-02-28T19:14:00+00:00,2021-02-28T19:14:00+00:00,2021-02-28T19:14:00+00:00,ARRIVAL,,19
13926,2038,DL2038,DAL2038,Hartsfield-jackson Atlanta International,S,T2,3,,2021-02-28T21:08:00+00:00,2021-02-28T21:08:00+00:00,,,,ARRIVAL,,19
13927,3222,VS3222,VIR3222,Hartsfield-jackson Atlanta International,S,D24,9,,2021-02-28T19:51:00+00:00,2021-02-28T19:51:00+00:00,2021-02-28T19:31:00+00:00,2021-02-28T19:31:00+00:00,2021-02-28T19:31:00+00:00,ARRIVAL,,19
13928,4816,DL4816,DAL4816,Hartsfield-jackson Atlanta International,S,D24,9,,2021-02-28T19:51:00+00:00,2021-02-28T19:51:00+00:00,2021-02-28T19:31:00+00:00,2021-02-28T19:31:00+00:00,2021-02-28T19:31:00+00:00,ARRIVAL,,19
13929,2421,AF2421,AFR2421,Hartsfield-jackson Atlanta International,S,D30,9,,2021-02-28T18:26:00+00:00,2021-02-28T18:26:00+00:00,,,,ARRIVAL,,19
13930,6329,KL6329,KLM6329,Hartsfield-jackson Atlanta International,S,D30,9,,2021-02-28T18:26:00+00:00,2021-02-28T18:26:00+00:00,,,,ARRIVAL,,19
13931,3087,VS3087,VIR3087,Hartsfield-jackson Atlanta International,S,D30,9,,2021-02-28T18:26:00+00:00,2021-02-28T18:26:00+00:00,,,,ARRIVAL,,19
13932,6463,WS6463,WJA6463,Hartsfield-jackson Atlanta International,S,D30,9,,2021-02-28T18:26:00+00:00,2021-02-28T18:26:00+00:00,,,,ARRIVAL,,19
13933,4903,DL4903,DAL4903,Hartsfield-jackson Atlanta International,S,D30,9,,2021-02-28T18:26:00+00:00,2021-02-28T18:26:00+00:00,2021-02-28T18:03:00+00:00,2021-02-28T18:03:00+00:00,2021-02-28T18:03:00+00:00,ARRIVAL,,19
13934,1627,DL1627,DAL1627,Hartsfield-jackson Atlanta International,S,A32,4,,2021-02-28T18:35:00+00:00,2021-02-28T18:35:00+00:00,2021-02-28T18:13:00+00:00,2021-02-28T18:13:00+00:00,2021-02-28T18:13:00+00:00,ARRIVAL,,19
13935,2634,WN2634,SWA2634,Hartsfield-jackson Atlanta International,S,C16,,,2021-02-28T20:35:00+00:00,2021-02-28T20:35:00+00:00,,,,ARRIVAL,,19
13936,5094,AM5094,AMX5094,Hartsfield-jackson Atlanta International,I,E12,F4,,2021-02-28T20:25:00+00:00,2021-02-28T20:25:00+00:00,,,,ARRIVAL,,19
13937,4972,VS4972,VIR4972,Hartsfield-jackson Atlanta International,I,E12,F4,,2021-02-28T20:25:00+00:00,2021-02-28T20:25:00+00:00,,,,ARRIVAL,,19
13938,599,DL599,DAL599,Hartsfield-jackson Atlanta International,I,E12,F4,,2021-02-28T20:25:00+00:00,2021-02-28T20:25:00+00:00,,,,ARRIVAL,,19
13939,4986,VS4986,VIR4986,Hartsfield-jackson Atlanta International,S,D13,9,,2021-02-28T19:55:00+00:00,2021-02-28T19:55:00+00:00,2021-02-28T19:38:00+00:00,2021-02-28T19:38:00+00:00,2021-02-28T19:38:00+00:00,ARRIVAL,,19
13940,5155,DL5155,DAL5155,Hartsfield-jackson Atlanta International,S,D13,9,,2021-02-28T19:55:00+00:00,2021-02-28T19:55:00+00:00,2021-02-28T19:38:00+00:00,2021-02-28T19:38:00+00:00,2021-02-28T19:38:00+00:00,ARRIVAL,,19
13941,6162,G36162,GLO6162,Hartsfield-jackson Atlanta International,N,T12,9,,2021-02-28T13:26:00+00:00,2021-02-28T13:26:00+00:00,2021-02-28T13:02:00+00:00,2021-02-28T13:02:00+00:00,2021-02-28T13:02:00+00:00,ARRIVAL,,19
13942,7276,JL7276,JTL7276,Hartsfield-jackson Atlanta International,N,T12,9,,2021-02-28T13:26:00+00:00,2021-02-28T13:26:00+00:00,2021-02-28T13:02:00+00:00,2021-02-28T13:02:00+00:00,2021-02-28T13:02:00+00:00,ARRIVAL,,19
13943,5135,AM5135,AMX5135,Hartsfield-jackson Atlanta International,S,A19,4,,2021-02-28T13:50:00+00:00,2021-02-28T13:50:00+00:00,2021-02-28T13:40:00+00:00,2021-02-28T13:40:00+00:00,2021-02-28T13:40:00+00:00,ARRIVAL,,19
13944,5305,KL5305,KLM5305,Hartsfield-jackson Atlanta International,S,A19,4,,2021-02-28T13:50:00+00:00,2021-02-28T13:50:00+00:00,2021-02-28T13:40:00+00:00,2021-02-28T13:40:00+00:00,2021-02-28T13:40:00+00:00,ARRIVAL,,19
13945,8153,WS8153,WJA8153,Hartsfield-jackson Atlanta International,S,A19,4,,2021-02-28T13:50:00+00:00,2021-02-28T13:50:00+00:00,2021-02-28T13:40:00+00:00,2021-02-28T13:40:00+00:00,2021-02-28T13:40:00+00:00,ARRIVAL,,19
13946,2565,AF2565,AFR2565,Hartsfield-jackson Atlanta International,I,E17,F2,,2021-02-28T18:28:00+00:00,2021-02-28T18:28:00+00:00,,,,ARRIVAL,,19
13947,5326,AM5326,AMX5326,Hartsfield-jackson Atlanta International,I,E17,F2,,2021-02-28T18:28:00+00:00,2021-02-28T18:28:00+00:00,,,,ARRIVAL,,19
13948,6621,KL6621,KLM6621,Hartsfield-jackson Atlanta International,I,E17,F2,,2021-02-28T18:28:00+00:00,2021-02-28T18:28:00+00:00,,,,ARRIVAL,,19
13949,4950,VS4950,VIR4950,Hartsfield-jackson Atlanta International,I,E17,F2,,2021-02-28T18:28:00+00:00,2021-02-28T18:28:00+00:00,,,,ARRIVAL,,19
13950,595,DL595,DAL595,Hartsfield-jackson Atlanta International,I,E28,F6,,2021-02-28T20:25:00+00:00,2021-02-28T20:25:00+00:00,,,,ARRIVAL,,19
13951,2087,AF2087,AFR2087,Hartsfield-jackson Atlanta International,S,B12,7,,2021-02-28T19:25:00+00:00,2021-02-28T19:25:00+00:00,2021-02-28T19:00:00+00:00,2021-02-28T19:00:00+00:00,2021-02-28T19:00:00+00:00,ARRIVAL,,19
13952,4353,VS4353,VIR4353,Hartsfield-jackson Atlanta International,S,B12,7,,2021-02-28T19:25:00+00:00,2021-02-28T19:25:00+00:00,2021-02-28T19:00:00+00:00,2021-02-28T19:00:00+00:00,2021-02-28T19:00:00+00:00,ARRIVAL,,19
13953,1542,DL1542,DAL1542,Hartsfield-jackson Atlanta International,S,B12,7,,2021-02-28T19:25:00+00:00,2021-02-28T19:25:00+00:00,2021-02-28T19:00:00+00:00,2021-02-28T19:00:00+00:00,2021-02-28T19:00:00+00:00,ARRIVAL,,19
13954,3062,AF3062,AFR3062,Hartsfield-jackson Atlanta International,S,D26,9,,2021-02-28T19:07:00+00:00,2021-02-28T19:07:00+00:00,2021-02-28T18:38:00+00:00,2021-02-28T18:38:00+00:00,2021-02-28T18:38:00+00:00,ARRIVAL,,19
13955,2997,VS2997,VIR2997,Hartsfield-jackson Atlanta International,S,D26,9,,2021-02-28T19:07:00+00:00,2021-02-28T19:07:00+00:00,2021-02-28T18:38:00+00:00,2021-02-28T18:38:00+00:00,2021-02-28T18:38:00+00:00,ARRIVAL,,19
13956,5101,DL5101,DAL5101,Hartsfield-jackson Atlanta International,S,D26,9,,2021-02-28T19:07:00+00:00,2021-02-28T19:07:00+00:00,2021-02-28T18:38:00+00:00,2021-02-28T18:38:00+00:00,2021-02-28T18:38:00+00:00,ARRIVAL,,19
13957,2156,VS2156,VIR2156,Hartsfield-jackson Atlanta International,S,B01,7,,2021-02-28T20:03:00+00:00,2021-02-28T20:03:00+00:00,2021-02-28T19:51:00+00:00,2021-02-28T19:51:00+00:00,2021-02-28T19:51:00+00:00,ARRIVAL,,19
13958,1194,DL1194,DAL1194,Hartsfield-jackson Atlanta International,S,B01,7,,2021-02-28T20:03:00+00:00,2021-02-28T20:03:00+00:00,2021-02-28T19:51:00+00:00,2021-02-28T19:51:00+00:00,2021-02-28T19:51:00+00:00,ARRIVAL,,19
13959,5188,VS5188,VIR5188,Hartsfield-jackson Atlanta International,S,B14,7,,2021-02-28T19:51:00+00:00,2021-02-28T19:51:00+00:00,2021-02-28T19:39:00+00:00,2021-02-28T19:39:00+00:00,2021-02-28T19:39:00+00:00,ARRIVAL,,19
13960,1328,DL1328,DAL1328,Hartsfield-jackson Atlanta International,S,B14,7,,2021-02-28T19:51:00+00:00,2021-02-28T19:51:00+00:00,2021-02-28T19:39:00+00:00,2021-02-28T19:39:00+00:00,2021-02-28T19:39:00+00:00,ARRIVAL,,19
13961,2193,AF2193,AFR2193,Hartsfield-jackson Atlanta International,S,A34,4,,2021-02-28T18:42:00+00:00,2021-02-28T18:42:00+00:00,,,,ARRIVAL,,19
13962,6686,KL6686,KLM6686,Hartsfield-jackson Atlanta International,S,A34,4,,2021-02-28T18:42:00+00:00,2021-02-28T18:42:00+00:00,,,,ARRIVAL,,19
13963,2563,VS2563,VIR2563,Hartsfield-jackson Atlanta International,S,A34,4,,2021-02-28T18:42:00+00:00,2021-02-28T18:42:00+00:00,,,,ARRIVAL,,19
13964,1781,DL1781,DAL1781,Hartsfield-jackson Atlanta International,S,A34,4,,2021-02-28T18:42:00+00:00,2021-02-28T18:42:00+00:00,2021-02-28T18:26:00+00:00,2021-02-28T18:26:00+00:00,2021-02-28T18:26:00+00:00,ARRIVAL,,19
13965,2878,VS2878,VIR2878,Hartsfield-jackson Atlanta International,S,D9A,9,,2021-02-28T19:54:00+00:00,2021-02-28T19:54:00+00:00,2021-02-28T19:29:00+00:00,2021-02-28T19:29:00+00:00,2021-02-28T19:29:00+00:00,ARRIVAL,,19
13966,5498,DL5498,DAL5498,Hartsfield-jackson Atlanta International,S,D9A,9,,2021-02-28T19:54:00+00:00,2021-02-28T19:54:00+00:00,2021-02-28T19:29:00+00:00,2021-02-28T19:29:00+00:00,2021-02-28T19:29:00+00:00,ARRIVAL,,19
13967,3702,AM3702,AMX3702,Hartsfield-jackson Atlanta International,S,A26,4,,2021-02-28T20:04:00+00:00,2021-02-28T20:04:00+00:00,2021-02-28T19:39:00+00:00,2021-02-28T19:39:00+00:00,2021-02-28T19:39:00+00:00,ARRIVAL,,19
13968,1879,VS1879,VIR1879,Hartsfield-jackson Atlanta International,S,A26,4,,2021-02-28T20:04:00+00:00,2021-02-28T20:04:00+00:00,2021-02-28T19:39:00+00:00,2021-02-28T19:39:00+00:00,2021-02-28T19:39:00+00:00,ARRIVAL,,19
13969,780,DL780,DAL780,Hartsfield-jackson Atlanta International,S,A26,4,,2021-02-28T20:04:00+00:00,2021-02-28T20:04:00+00:00,2021-02-28T19:39:00+00:00,2021-02-28T19:39:00+00:00,2021-02-28T19:39:00+00:00,ARRIVAL,,19
13970,2111,AF2111,AFR2111,Hartsfield-jackson Atlanta International,S,D33,9,,2021-02-28T19:26:00+00:00,2021-02-28T19:26:00+00:00,2021-02-28T19:03:00+00:00,2021-02-28T19:03:00+00:00,2021-02-28T19:03:00+00:00,ARRIVAL,,19
13971,3139,VS3139,VIR3139,Hartsfield-jackson Atlanta International,S,D33,9,,2021-02-28T19:26:00+00:00,2021-02-28T19:26:00+00:00,2021-02-28T19:03:00+00:00,2021-02-28T19:03:00+00:00,2021-02-28T19:03:00+00:00,ARRIVAL,,19
13972,4648,DL4648,DAL4648,Hartsfield-jackson Atlanta International,S,D33,9,,2021-02-28T19:26:00+00:00,2021-02-28T19:26:00+00:00,2021-02-28T19:03:00+00:00,2021-02-28T19:03:00+00:00,2021-02-28T19:03:00+00:00,ARRIVAL,,19
13973,2399,VS2399,VIR2399,Hartsfield-jackson Atlanta International,S,T5,3,,2021-02-28T19:49:00+00:00,2021-02-28T19:49:00+00:00,2021-02-28T19:27:00+00:00,2021-02-28T19:27:00+00:00,2021-02-28T19:27:00+00:00,ARRIVAL,,19
13974,1778,DL1778,DAL1778,Hartsfield-jackson Atlanta International,S,T5,3,,2021-02-28T19:49:00+00:00,2021-02-28T19:49:00+00:00,2021-02-28T19:27:00+00:00,2021-02-28T19:27:00+00:00,2021-02-28T19:27:00+00:00,ARRIVAL,,19
13975,2568,VS2568,VIR2568,Hartsfield-jackson Atlanta International,S,D41,9,,2021-02-28T19:55:00+00:00,2021-02-28T19:55:00+00:00,2021-02-28T19:27:00+00:00,2021-02-28T19:27:00+00:00,2021-02-28T19:27:00+00:00,ARRIVAL,,19
13976,4979,DL4979,DAL4979,Hartsfield-jackson Atlanta International,S,D41,9,,2021-02-28T19:55:00+00:00,2021-02-28T19:55:00+00:00,2021-02-28T19:27:00+00:00,2021-02-28T19:27:00+00:00,2021-02-28T19:27:00+00:00,ARRIVAL,,19
13977,2747,AF2747,AFR2747,Hartsfield-jackson Atlanta International,S,A24,4,,2021-02-28T19:26:00+00:00,2021-02-28T19:26:00+00:00,2021-02-28T19:08:00+00:00,2021-02-28T19:08:00+00:00,2021-02-28T19:08:00+00:00,ARRIVAL,,19
13978,4463,VS4463,VIR4463,Hartsfield-jackson Atlanta International,S,A24,4,,2021-02-28T19:26:00+00:00,2021-02-28T19:26:00+00:00,2021-02-28T19:08:00+00:00,2021-02-28T19:08:00+00:00,2021-02-28T19:08:00+00:00,ARRIVAL,,19
13979,2626,VS2626,VIR2626,Hartsfield-jackson Atlanta International,S,B23,6,,2021-02-28T19:55:00+00:00,2021-02-28T19:55:00+00:00,2021-02-28T19:33:00+00:00,2021-02-28T19:33:00+00:00,2021-02-28T19:33:00+00:00,ARRIVAL,,19
13980,2717,AF2717,AFR2717,Hartsfield-jackson Atlanta International,S,T1,3,25.0,2021-02-28T18:35:00+00:00,2021-02-28T18:35:00+00:00,,,,ARRIVAL,,19
13981,7385,KE7385,KAL7385,Hartsfield-jackson Atlanta International,S,T1,3,25.0,2021-02-28T18:35:00+00:00,2021-02-28T18:35:00+00:00,,,,ARRIVAL,,19
13982,6741,KL6741,KLM6741,Hartsfield-jackson Atlanta International,S,T1,3,25.0,2021-02-28T18:35:00+00:00,2021-02-28T18:35:00+00:00,,,,ARRIVAL,,19
13983,5174,VS5174,VIR5174,Hartsfield-jackson Atlanta International,S,T1,3,25.0,2021-02-28T18:35:00+00:00,2021-02-28T18:35:00+00:00,,,,ARRIVAL,,19
13984,7497,WS7497,WJA7497,Hartsfield-jackson Atlanta International,S,T1,3,25.0,2021-02-28T18:35:00+00:00,2021-02-28T18:35:00+00:00,,,,ARRIVAL,,19
13985,5118,VS5118,VIR5118,Hartsfield-jackson Atlanta International,S,D28,9,,2021-02-28T21:03:00+00:00,2021-02-28T21:03:00+00:00,,,,ARRIVAL,,19
13986,4825,DL4825,DAL4825,Hartsfield-jackson Atlanta International,S,D9,9,,2021-02-28T21:03:00+00:00,2021-02-28T21:03:00+00:00,,,,ARRIVAL,,19
13987,470,WN470,SWA470,Hartsfield-jackson Atlanta International,S,C14,,3.0,2021-02-28T20:10:00+00:00,2021-02-28T20:10:00+00:00,,,,ARRIVAL,,19
13988,5765,AF5765,AFR5765,Hartsfield-jackson Atlanta International,I,E5,F6,32.0,2021-02-28T18:09:00+00:00,2021-02-28T18:09:00+00:00,,,,ARRIVAL,,19
13989,5254,AM5254,AMX5254,Hartsfield-jackson Atlanta International,I,E5,F6,32.0,2021-02-28T18:09:00+00:00,2021-02-28T18:09:00+00:00,,,,ARRIVAL,,19
13990,6731,KL6731,KLM6731,Hartsfield-jackson Atlanta International,I,E5,F6,32.0,2021-02-28T18:09:00+00:00,2021-02-28T18:09:00+00:00,,,,ARRIVAL,,19
13991,4970,VS4970,VIR4970,Hartsfield-jackson Atlanta International,I,E5,F6,32.0,2021-02-28T18:09:00+00:00,2021-02-28T18:09:00+00:00,,,,ARRIVAL,,19
13992,2840,VS2840,VIR2840,Hartsfield-jackson Atlanta International,S,D30,9,,2021-02-28T19:54:00+00:00,2021-02-28T19:54:00+00:00,2021-02-28T19:37:00+00:00,2021-02-28T19:37:00+00:00,2021-02-28T19:37:00+00:00,ARRIVAL,,19
13993,4941,DL4941,DAL4941,Hartsfield-jackson Atlanta International,S,D30,9,,2021-02-28T19:54:00+00:00,2021-02-28T19:54:00+00:00,2021-02-28T19:37:00+00:00,2021-02-28T19:37:00+00:00,2021-02-28T19:37:00+00:00,ARRIVAL,,19
13994,4702,VS4702,VIR4702,Hartsfield-jackson Atlanta International,S,D46,9,,2021-02-28T20:07:00+00:00,2021-02-28T20:07:00+00:00,2021-02-28T19:50:00+00:00,2021-02-28T19:50:00+00:00,2021-02-28T19:50:00+00:00,ARRIVAL,,19
13995,5010,DL5010,DAL5010,Hartsfield-jackson Atlanta International,S,D46,9,,2021-02-28T20:07:00+00:00,2021-02-28T20:07:00+00:00,2021-02-28T19:50:00+00:00,2021-02-28T19:50:00+00:00,2021-02-28T19:50:00+00:00,ARRIVAL,,19
13996,6519,KL6519,KLM6519,Hartsfield-jackson Atlanta International,S,A24,4,,2021-02-28T14:49:00+00:00,2021-02-28T14:49:00+00:00,2021-02-28T14:30:00+00:00,2021-02-28T14:30:00+00:00,2021-02-28T14:30:00+00:00,ARRIVAL,,19
13997,7217,WS7217,WJA7217,Hartsfield-jackson Atlanta International,S,A24,4,,2021-02-28T14:49:00+00:00,2021-02-28T14:49:00+00:00,2021-02-28T14:30:00+00:00,2021-02-28T14:30:00+00:00,2021-02-28T14:30:00+00:00,ARRIVAL,,19
13998,4374,VS4374,VIR4374,Hartsfield-jackson Atlanta International,S,A15,5,,2021-02-28T21:14:00+00:00,2021-02-28T21:14:00+00:00,,,,ARRIVAL,,19
13999,1273,DL1273,DAL1273,Hartsfield-jackson Atlanta International,S,T3,3,,2021-02-28T21:14:00+00:00,2021-02-28T21:14:00+00:00,,,,ARRIVAL,,19
14000,9055,AF9055,AFR9055,Hartsfield-jackson Atlanta International,S,A34,4,,2021-02-27T16:12:00+00:00,2021-02-27T16:12:00+00:00,,,,ARRIVAL,,19
14001,5615,AM5615,AMX5615,Hartsfield-jackson Atlanta International,S,A34,4,,2021-02-27T16:12:00+00:00,2021-02-27T16:12:00+00:00,,,,ARRIVAL,,19
14002,5148,VS5148,VIR5148,Hartsfield-jackson Atlanta International,S,A34,4,,2021-02-27T16:12:00+00:00,2021-02-27T16:12:00+00:00,,,,ARRIVAL,,19
14003,8163,WS8163,WJA8163,Hartsfield-jackson Atlanta International,S,A34,4,,2021-02-27T16:12:00+00:00,2021-02-27T16:12:00+00:00,,,,ARRIVAL,,19
14004,2342,DL2342,DAL2342,Hartsfield-jackson Atlanta International,S,A34,4,,2021-02-27T16:12:00+00:00,2021-02-27T16:12:00+00:00,2021-02-27T16:03:00+00:00,2021-02-27T16:03:00+00:00,2021-02-27T16:03:00+00:00,ARRIVAL,,19
14005,4126,AS4126,ASA4126,Hartsfield-jackson Atlanta International,N,T12,9,,2021-02-27T17:58:00+00:00,2021-02-27T17:58:00+00:00,2021-02-27T17:48:00+00:00,2021-02-27T17:48:00+00:00,2021-02-27T17:48:00+00:00,ARRIVAL,,19
14006,7276,JL7276,JTL7276,Hartsfield-jackson Atlanta International,N,T12,9,,2021-02-27T17:58:00+00:00,2021-02-27T17:58:00+00:00,2021-02-27T17:48:00+00:00,2021-02-27T17:48:00+00:00,2021-02-27T17:48:00+00:00,ARRIVAL,,19
14007,4705,QF4705,QFA4705,Hartsfield-jackson Atlanta International,N,T12,9,,2021-02-27T17:58:00+00:00,2021-02-27T17:58:00+00:00,2021-02-27T17:48:00+00:00,2021-02-27T17:48:00+00:00,2021-02-27T17:48:00+00:00,ARRIVAL,,19
14008,2749,AA2749,AAL2749,Hartsfield-jackson Atlanta International,N,T9,9,,2021-02-27T23:55:00+00:00,2021-02-27T23:55:00+00:00,2021-02-27T23:23:00+00:00,2021-02-27T23:23:00+00:00,2021-02-27T23:23:00+00:00,ARRIVAL,,19
14009,3014,VS3014,VIR3014,Hartsfield-jackson Atlanta International,S,A19,4,,2021-02-27T20:14:00+00:00,2021-02-27T20:14:00+00:00,,,,ARRIVAL,,19
14010,1638,AA1638,AAL1638,Hartsfield-jackson Atlanta International,N,T12,9,,2021-02-27T23:27:00+00:00,2021-02-27T23:27:00+00:00,2021-02-27T23:15:00+00:00,2021-02-27T23:15:00+00:00,2021-02-27T23:15:00+00:00,ARRIVAL,,19
14011,1013,F91013,FFT1013,Hartsfield-jackson Atlanta International,N,D1A,N4,,2021-02-27T23:33:00+00:00,2021-02-27T23:33:00+00:00,2021-02-27T23:10:00+00:00,2021-02-27T23:10:00+00:00,2021-02-27T23:10:00+00:00,ARRIVAL,,19
14012,104,DL104,DAL104,Hartsfield-jackson Atlanta International,I,F5,F1,,2021-02-28T07:26:00+00:00,2021-02-28T07:26:00+00:00,2021-02-28T07:09:00+00:00,2021-02-28T07:09:00+00:00,2021-02-28T07:09:00+00:00,ARRIVAL,,19
14013,3668,AM3668,AMX3668,Hartsfield-jackson Atlanta International,I,F04,F3,,2021-02-27T20:25:00+00:00,2021-02-27T20:25:00+00:00,,,,ARRIVAL,,19
14014,6325,UA6325,UAL6325,Hartsfield-jackson Atlanta International,N,T14,,,2021-02-27T23:14:00+00:00,2021-02-27T23:14:00+00:00,2021-02-27T22:58:00+00:00,2021-02-27T22:58:00+00:00,2021-02-27T22:58:00+00:00,ARRIVAL,,19
14015,4380,VS4380,VIR4380,Hartsfield-jackson Atlanta International,S,A21,4,,2021-02-27T18:57:00+00:00,2021-02-27T18:57:00+00:00,,,,ARRIVAL,,19
14016,7043,AR7043,ARG7043,Hartsfield-jackson Atlanta International,S,A2,5,,2021-02-27T17:58:00+00:00,2021-02-27T17:58:00+00:00,2021-02-27T17:41:00+00:00,2021-02-27T17:41:00+00:00,2021-02-27T17:41:00+00:00,ARRIVAL,,19
14017,5639,KL5639,KLM5639,Hartsfield-jackson Atlanta International,S,A2,5,,2021-02-27T17:58:00+00:00,2021-02-27T17:58:00+00:00,2021-02-27T17:41:00+00:00,2021-02-27T17:41:00+00:00,2021-02-27T17:41:00+00:00,ARRIVAL,,19
14018,5090,VS5090,VIR5090,Hartsfield-jackson Atlanta International,S,A2,5,,2021-02-27T17:58:00+00:00,2021-02-27T17:58:00+00:00,2021-02-27T17:41:00+00:00,2021-02-27T17:41:00+00:00,2021-02-27T17:41:00+00:00,ARRIVAL,,19
14019,6502,WS6502,WJA6502,Hartsfield-jackson Atlanta International,S,A2,5,,2021-02-27T17:58:00+00:00,2021-02-27T17:58:00+00:00,2021-02-27T17:41:00+00:00,2021-02-27T17:41:00+00:00,2021-02-27T17:41:00+00:00,ARRIVAL,,19
14020,3680,9S3680,SOO3680,Hartsfield-jackson Atlanta International,,,,,2021-02-27T21:05:00+00:00,2021-02-27T21:05:00+00:00,,,,ARRIVAL,,19
14021,641,RU641,ABW641,Hartsfield-jackson Atlanta International,2,,,20.0,2021-02-28T03:24:00+00:00,2021-02-28T03:24:00+00:00,2021-02-28T03:45:00+00:00,2021-02-28T03:45:00+00:00,2021-02-28T03:45:00+00:00,ARRIVAL,,19
14022,230,NK230,NKS230,Hartsfield-jackson Atlanta International,N,E8,,,2021-02-27T22:42:00+00:00,2021-02-27T22:42:00+00:00,2021-02-27T22:38:00+00:00,2021-02-27T22:38:00+00:00,2021-02-27T22:38:00+00:00,ARRIVAL,,19
14023,5054,KL5054,KLM5054,Hartsfield-jackson Atlanta International,S,B31,6,,2021-02-27T19:35:00+00:00,2021-02-27T19:35:00+00:00,2021-02-27T19:14:00+00:00,2021-02-27T19:14:00+00:00,2021-02-27T19:14:00+00:00,ARRIVAL,,19
14024,5000,VS5000,VIR5000,Hartsfield-jackson Atlanta International,S,B31,6,,2021-02-27T19:35:00+00:00,2021-02-27T19:35:00+00:00,2021-02-27T19:14:00+00:00,2021-02-27T19:14:00+00:00,2021-02-27T19:14:00+00:00,ARRIVAL,,19
14025,3535,AM3535,AMX3535,Hartsfield-jackson Atlanta International,S,T1,3,2.0,2021-02-28T07:03:00+00:00,2021-02-28T07:03:00+00:00,2021-02-28T06:49:00+00:00,2021-02-28T06:49:00+00:00,2021-02-28T06:49:00+00:00,ARRIVAL,,19
