,flight_number,iata,icao,arrival_airport,terminal,gate,baggage,delay,scheduled,estimated,actual,estimated_runway,actual_runway,flight_type,airline_id,airport_id
0,265,AS265,ASA265,Los Angeles International,6,67,,,2021-04-24T15:53:00+00:00,2021-04-24T15:53:00+00:00,2021-04-24T15:42:00+00:00,2021-04-24T15:42:00+00:00,2021-04-24T15:42:00+00:00,ARRIVAL,,194
1,535,WN535,SWA535,Los Angeles International,1,18A,,,2021-04-24T20:00:00+00:00,2021-04-24T20:00:00+00:00,2021-04-24T19:35:00+00:00,2021-04-24T19:35:00+00:00,2021-04-24T19:35:00+00:00,ARRIVAL,,194
2,510,NK510,NKS510,Los Angeles International,5,56,,,2021-04-24T19:59:00+00:00,2021-04-24T19:59:00+00:00,2021-04-24T19:44:00+00:00,2021-04-24T19:44:00+00:00,2021-04-24T19:44:00+00:00,ARRIVAL,,194
3,4259,WN4259,SWA4259,Los Angeles International,1,18A,,,2021-04-24T22:10:00+00:00,2021-04-24T22:10:00+00:00,,,,ARRIVAL,,194
4,215,UA215,UAL215,Los Angeles International,7,75B,2,,2021-04-24T13:10:00+00:00,2021-04-24T13:10:00+00:00,2021-04-24T12:59:00+00:00,2021-04-24T12:59:00+00:00,2021-04-24T12:59:00+00:00,ARRIVAL,,194
5,2742,QR2742,QTR2742,Los Angeles International,4,49A,T4C2,67.0,2021-04-24T13:57:00+00:00,2021-04-24T13:57:00+00:00,,,,ARRIVAL,,194
6,1193,TN1193,THT1193,Los Angeles International,4,49A,T4C2,67.0,2021-04-24T13:57:00+00:00,2021-04-24T13:57:00+00:00,,,,ARRIVAL,,194
7,1331,AA1331,AAL1331,Los Angeles International,4,49A,T4C2,67.0,2021-04-24T13:57:00+00:00,2021-04-24T13:57:00+00:00,,,,ARRIVAL,,194
8,3303,AS3303,ASA3303,Los Angeles International,6,62,,,2021-04-24T14:05:00+00:00,2021-04-24T14:05:00+00:00,2021-04-24T13:47:00+00:00,2021-04-24T13:47:00+00:00,2021-04-24T13:47:00+00:00,ARRIVAL,,194
9,3071,EK3071,UAE3071,Los Angeles International,6,62,,,2021-04-24T14:05:00+00:00,2021-04-24T14:05:00+00:00,2021-04-24T13:47:00+00:00,2021-04-24T13:47:00+00:00,2021-04-24T13:47:00+00:00,ARRIVAL,,194
10,7563,AA7563,AAL7563,Los Angeles International,6,62,,,2021-04-24T14:05:00+00:00,2021-04-24T14:05:00+00:00,2021-04-24T13:47:00+00:00,2021-04-24T13:47:00+00:00,2021-04-24T13:47:00+00:00,ARRIVAL,,194
11,2224,UA2224,UAL2224,Los Angeles International,7,71B,1,1.0,2021-04-24T14:02:00+00:00,2021-04-24T14:02:00+00:00,2021-04-24T13:58:00+00:00,2021-04-24T13:58:00+00:00,2021-04-24T13:58:00+00:00,ARRIVAL,,194
12,200,P9200,MGE200,Los Angeles International,4,,,,2021-04-24T13:30:00+00:00,2021-04-24T13:30:00+00:00,,,,ARRIVAL,,194
13,444,AS444,ASA444,Los Angeles International,6,67,,,2021-04-24T13:00:00+00:00,2021-04-24T13:00:00+00:00,,,,ARRIVAL,,194
14,3423,AS3423,ASA3423,Los Angeles International,6,69B,,,2021-04-24T11:47:00+00:00,2021-04-24T11:47:00+00:00,2021-04-24T11:30:00+00:00,2021-04-24T11:30:00+00:00,2021-04-24T11:30:00+00:00,ARRIVAL,,194
15,1737,SQ1737,SIA1737,Los Angeles International,6,69B,,,2021-04-24T11:47:00+00:00,2021-04-24T11:47:00+00:00,2021-04-24T11:30:00+00:00,2021-04-24T11:30:00+00:00,2021-04-24T11:30:00+00:00,ARRIVAL,,194
16,3115,EK3115,UAE3115,Los Angeles International,6,69B,,,2021-04-24T11:47:00+00:00,2021-04-24T11:47:00+00:00,2021-04-24T11:30:00+00:00,2021-04-24T11:30:00+00:00,2021-04-24T11:30:00+00:00,ARRIVAL,,194
17,5513,UA5513,UAL5513,Los Angeles International,8,86B,4,,2021-04-24T12:02:00+00:00,2021-04-24T12:02:00+00:00,2021-04-24T11:42:00+00:00,2021-04-24T11:42:00+00:00,2021-04-24T11:42:00+00:00,ARRIVAL,,194
18,2387,AV2387,AVA2387,Los Angeles International,8,86B,4,,2021-04-24T12:02:00+00:00,2021-04-24T12:02:00+00:00,,,,ARRIVAL,,194
19,9087,NZ9087,ANZ9087,Los Angeles International,8,86B,4,,2021-04-24T12:02:00+00:00,2021-04-24T12:02:00+00:00,2021-04-24T11:42:00+00:00,2021-04-24T11:42:00+00:00,2021-04-24T11:42:00+00:00,ARRIVAL,,194
20,1142,DL1142,DAL1142,Los Angeles International,2,26,,,2021-04-24T12:59:00+00:00,2021-04-24T12:59:00+00:00,2021-04-24T12:48:00+00:00,2021-04-24T12:48:00+00:00,2021-04-24T12:48:00+00:00,ARRIVAL,,194
21,7216,WS7216,WJA7216,Los Angeles International,2,26,,,2021-04-24T12:59:00+00:00,2021-04-24T12:59:00+00:00,2021-04-24T12:48:00+00:00,2021-04-24T12:48:00+00:00,2021-04-24T12:48:00+00:00,ARRIVAL,,194
22,1963,VS1963,VIR1963,Los Angeles International,2,26,,,2021-04-24T12:59:00+00:00,2021-04-24T12:59:00+00:00,2021-04-24T12:48:00+00:00,2021-04-24T12:48:00+00:00,2021-04-24T12:48:00+00:00,ARRIVAL,,194
23,117,AA117,AAL117,Los Angeles International,4,45,T4C2,,2021-04-24T17:19:00+00:00,2021-04-24T17:19:00+00:00,,,,ARRIVAL,,194
24,4043,DL4043,DAL4043,Los Angeles International,2,27,,,2021-04-24T13:08:00+00:00,2021-04-24T13:08:00+00:00,2021-04-24T12:51:00+00:00,2021-04-24T12:51:00+00:00,2021-04-24T12:51:00+00:00,ARRIVAL,,194
25,2649,AF2649,AFR2649,Los Angeles International,2,27,,,2021-04-24T13:08:00+00:00,2021-04-24T13:08:00+00:00,2021-04-24T12:51:00+00:00,2021-04-24T12:51:00+00:00,2021-04-24T12:51:00+00:00,ARRIVAL,,194
26,5793,UA5793,UAL5793,Los Angeles International,8,81,4,,2021-04-24T11:29:00+00:00,2021-04-24T11:29:00+00:00,2021-04-24T11:09:00+00:00,2021-04-24T11:09:00+00:00,2021-04-24T11:09:00+00:00,ARRIVAL,,194
27,6235,OZ6235,AAR6235,Los Angeles International,8,81,4,,2021-04-24T11:29:00+00:00,2021-04-24T11:29:00+00:00,2021-04-24T11:09:00+00:00,2021-04-24T11:09:00+00:00,2021-04-24T11:09:00+00:00,ARRIVAL,,194
28,8893,LH8893,DLH8893,Los Angeles International,8,81,4,,2021-04-24T11:29:00+00:00,2021-04-24T11:29:00+00:00,2021-04-24T11:09:00+00:00,2021-04-24T11:09:00+00:00,2021-04-24T11:09:00+00:00,ARRIVAL,,194
29,496,DL496,DAL496,Los Angeles International,2,24,,,2021-04-24T16:35:00+00:00,2021-04-24T16:35:00+00:00,2021-04-24T16:25:00+00:00,2021-04-24T16:25:00+00:00,2021-04-24T16:25:00+00:00,ARRIVAL,,194
30,1783,VS1783,VIR1783,Los Angeles International,2,24,,,2021-04-24T16:35:00+00:00,2021-04-24T16:35:00+00:00,2021-04-24T16:25:00+00:00,2021-04-24T16:25:00+00:00,2021-04-24T16:25:00+00:00,ARRIVAL,,194
31,3591,AM3591,AMX3591,Los Angeles International,2,24,,,2021-04-24T16:35:00+00:00,2021-04-24T16:35:00+00:00,2021-04-24T16:25:00+00:00,2021-04-24T16:25:00+00:00,2021-04-24T16:25:00+00:00,ARRIVAL,,194
32,7523,JL7523,JTL7523,Los Angeles International,4,45,T4C2,,2021-04-24T09:02:00+00:00,2021-04-24T09:02:00+00:00,2021-04-24T08:56:00+00:00,2021-04-24T08:56:00+00:00,2021-04-24T08:56:00+00:00,ARRIVAL,,194
33,9583,MH9583,MAS9583,Los Angeles International,4,45,T4C2,,2021-04-24T09:02:00+00:00,2021-04-24T09:02:00+00:00,2021-04-24T08:56:00+00:00,2021-04-24T08:56:00+00:00,2021-04-24T08:56:00+00:00,ARRIVAL,,194
34,669,AA669,AAL669,Los Angeles International,4,45,T4C2,,2021-04-24T09:02:00+00:00,2021-04-24T09:02:00+00:00,2021-04-24T08:56:00+00:00,2021-04-24T08:56:00+00:00,2021-04-24T08:56:00+00:00,ARRIVAL,,194
35,4515,DL4515,DAL4515,Los Angeles International,2,23B,,,2021-04-24T12:33:00+00:00,2021-04-24T12:33:00+00:00,2021-04-24T12:05:00+00:00,2021-04-24T12:05:00+00:00,2021-04-24T12:05:00+00:00,ARRIVAL,,194
36,256,UA256,UAL256,Los Angeles International,7,73,3,,2021-04-24T12:00:00+00:00,2021-04-24T12:00:00+00:00,2021-04-24T11:45:00+00:00,2021-04-24T11:45:00+00:00,2021-04-24T11:45:00+00:00,ARRIVAL,,194
37,2951,AA2951,AAL2951,Los Angeles International,5,52G,T5-6,,2021-04-24T11:45:00+00:00,2021-04-24T11:45:00+00:00,2021-04-24T11:11:00+00:00,2021-04-24T11:11:00+00:00,2021-04-24T11:11:00+00:00,ARRIVAL,,194
38,385,DL385,DAL385,Los Angeles International,2,26,,,2021-04-24T12:54:00+00:00,2021-04-24T12:54:00+00:00,2021-04-24T12:32:00+00:00,2021-04-24T12:32:00+00:00,2021-04-24T12:32:00+00:00,ARRIVAL,,194
39,365,DL365,DAL365,Los Angeles International,2,22,,,2021-04-24T14:25:00+00:00,2021-04-24T14:25:00+00:00,2021-04-24T14:19:00+00:00,2021-04-24T14:19:00+00:00,2021-04-24T14:19:00+00:00,ARRIVAL,,194
40,3947,DL3947,DAL3947,Los Angeles International,2,28,,,2021-04-24T10:45:00+00:00,2021-04-24T10:45:00+00:00,2021-04-24T10:14:00+00:00,2021-04-24T10:14:00+00:00,2021-04-24T10:14:00+00:00,ARRIVAL,,194
41,6399,WS6399,WJA6399,Los Angeles International,2,28,,,2021-04-24T10:45:00+00:00,2021-04-24T10:45:00+00:00,2021-04-24T10:14:00+00:00,2021-04-24T10:14:00+00:00,2021-04-24T10:14:00+00:00,ARRIVAL,,194
42,4182,VS4182,VIR4182,Los Angeles International,2,28,,,2021-04-24T10:45:00+00:00,2021-04-24T10:45:00+00:00,2021-04-24T10:14:00+00:00,2021-04-24T10:14:00+00:00,2021-04-24T10:14:00+00:00,ARRIVAL,,194
43,3240,AM3240,AMX3240,Los Angeles International,2,28,,,2021-04-24T10:45:00+00:00,2021-04-24T10:45:00+00:00,2021-04-24T10:14:00+00:00,2021-04-24T10:14:00+00:00,2021-04-24T10:14:00+00:00,ARRIVAL,,194
44,6842,VS6842,VIR6842,Los Angeles International,B,,,,2021-04-24T15:00:00+00:00,2021-04-24T15:00:00+00:00,2021-04-24T14:37:00+00:00,2021-04-24T14:37:00+00:00,2021-04-24T14:37:00+00:00,ARRIVAL,,194
45,9293,DL9293,DAL9293,Los Angeles International,B,,,,2021-04-24T15:00:00+00:00,2021-04-24T15:00:00+00:00,2021-04-24T14:37:00+00:00,2021-04-24T14:37:00+00:00,2021-04-24T14:37:00+00:00,ARRIVAL,,194
46,4502,AM4502,AMX4502,Los Angeles International,2,26,,,2021-04-24T10:45:00+00:00,2021-04-24T10:45:00+00:00,2021-04-24T10:30:00+00:00,2021-04-24T10:30:00+00:00,2021-04-24T10:30:00+00:00,ARRIVAL,,194
47,2528,DL2528,DAL2528,Los Angeles International,2,26,,,2021-04-24T10:45:00+00:00,2021-04-24T10:45:00+00:00,2021-04-24T10:30:00+00:00,2021-04-24T10:30:00+00:00,2021-04-24T10:30:00+00:00,ARRIVAL,,194
48,510,VB510,VIV510,Los Angeles International,6,,,,2021-04-24T13:25:00+00:00,2021-04-24T13:25:00+00:00,2021-04-24T13:07:00+00:00,2021-04-24T13:07:00+00:00,2021-04-24T13:07:00+00:00,ARRIVAL,,194
49,,,,Los Angeles International,,,,,2021-04-24T18:05:00+00:00,2021-04-24T18:05:00+00:00,,,,ARRIVAL,,194
50,3315,AS3315,ASA3315,Los Angeles International,6,61,,,2021-04-24T12:22:00+00:00,2021-04-24T12:22:00+00:00,2021-04-24T12:08:00+00:00,2021-04-24T12:08:00+00:00,2021-04-24T12:08:00+00:00,ARRIVAL,,194
51,3068,EK3068,UAE3068,Los Angeles International,6,61,,,2021-04-24T12:22:00+00:00,2021-04-24T12:22:00+00:00,2021-04-24T12:08:00+00:00,2021-04-24T12:08:00+00:00,2021-04-24T12:08:00+00:00,ARRIVAL,,194
52,1674,AA1674,AAL1674,Los Angeles International,4,49A,T4C2,,2021-04-24T10:05:00+00:00,2021-04-24T10:05:00+00:00,2021-04-24T09:30:00+00:00,2021-04-24T09:30:00+00:00,2021-04-24T09:30:00+00:00,ARRIVAL,,194
53,8102,PR8102,PAL8102,Los Angeles International,1,,,30.0,2021-04-24T20:00:00+00:00,2021-04-24T20:00:00+00:00,2021-04-24T20:29:00+00:00,2021-04-24T20:29:00+00:00,2021-04-24T20:29:00+00:00,ARRIVAL,,194
54,2732,WN2732,SWA2732,Los Angeles International,1,18A,,,2021-04-24T11:40:00+00:00,2021-04-24T11:40:00+00:00,2021-04-24T11:24:00+00:00,2021-04-24T11:24:00+00:00,2021-04-24T11:24:00+00:00,ARRIVAL,,194
55,7547,CX7547,CPA7547,Los Angeles International,4,42B,T4C1,,2021-04-24T20:29:00+00:00,2021-04-24T20:29:00+00:00,,,,ARRIVAL,,194
56,615,DL615,DAL615,Los Angeles International,B,130,,,2021-04-24T11:21:00+00:00,2021-04-24T11:21:00+00:00,2021-04-24T11:01:00+00:00,2021-04-24T11:01:00+00:00,2021-04-24T11:01:00+00:00,ARRIVAL,,194
57,413,AA413,AAL413,Los Angeles International,4,42B,T4C1,,2021-04-24T10:09:00+00:00,2021-04-24T10:09:00+00:00,2021-04-24T09:43:00+00:00,2021-04-24T09:43:00+00:00,2021-04-24T09:43:00+00:00,ARRIVAL,,194
58,1293,TN1293,THT1293,Los Angeles International,4,42B,T4C1,,2021-04-24T10:09:00+00:00,2021-04-24T10:09:00+00:00,2021-04-24T09:43:00+00:00,2021-04-24T09:43:00+00:00,2021-04-24T09:43:00+00:00,ARRIVAL,,194
59,9198,QR9198,QTR9198,Los Angeles International,4,42B,T4C1,,2021-04-24T10:09:00+00:00,2021-04-24T10:09:00+00:00,2021-04-24T09:43:00+00:00,2021-04-24T09:43:00+00:00,2021-04-24T09:43:00+00:00,ARRIVAL,,194
60,7583,JL7583,JTL7583,Los Angeles International,4,42B,T4C1,,2021-04-24T10:09:00+00:00,2021-04-24T10:09:00+00:00,2021-04-24T09:43:00+00:00,2021-04-24T09:43:00+00:00,2021-04-24T09:43:00+00:00,ARRIVAL,,194
61,106,NH106,ANA106,Los Angeles International,B,,,,2021-04-24T17:10:00+00:00,2021-04-24T17:10:00+00:00,2021-04-24T16:34:00+00:00,2021-04-24T16:34:00+00:00,2021-04-24T16:34:00+00:00,ARRIVAL,,194
62,5924,AF5924,AFR5924,Los Angeles International,B,131,,,2021-04-24T12:17:00+00:00,2021-04-24T12:17:00+00:00,2021-04-24T11:41:00+00:00,2021-04-24T11:41:00+00:00,2021-04-24T11:41:00+00:00,ARRIVAL,,194
63,1966,DL1966,DAL1966,Los Angeles International,B,131,,,2021-04-24T12:17:00+00:00,2021-04-24T12:17:00+00:00,2021-04-24T11:41:00+00:00,2021-04-24T11:41:00+00:00,2021-04-24T11:41:00+00:00,ARRIVAL,,194
64,6231,OZ6231,AAR6231,Los Angeles International,8,81,4,,2021-04-24T07:24:00+00:00,2021-04-24T07:24:00+00:00,2021-04-24T07:03:00+00:00,2021-04-24T07:03:00+00:00,2021-04-24T07:03:00+00:00,ARRIVAL,,194
65,5854,UA5854,UAL5854,Los Angeles International,8,81,4,,2021-04-24T07:24:00+00:00,2021-04-24T07:24:00+00:00,2021-04-24T07:03:00+00:00,2021-04-24T07:03:00+00:00,2021-04-24T07:03:00+00:00,ARRIVAL,,194
66,3569,AM3569,AMX3569,Los Angeles International,2,26,,,2021-04-24T08:33:00+00:00,2021-04-24T08:33:00+00:00,2021-04-24T08:20:00+00:00,2021-04-24T08:20:00+00:00,2021-04-24T08:20:00+00:00,ARRIVAL,,194
67,6864,KL6864,KLM6864,Los Angeles International,2,26,,,2021-04-24T08:33:00+00:00,2021-04-24T08:33:00+00:00,2021-04-24T08:20:00+00:00,2021-04-24T08:20:00+00:00,2021-04-24T08:20:00+00:00,ARRIVAL,,194
68,4150,VS4150,VIR4150,Los Angeles International,2,26,,,2021-04-24T08:33:00+00:00,2021-04-24T08:33:00+00:00,2021-04-24T08:20:00+00:00,2021-04-24T08:20:00+00:00,2021-04-24T08:20:00+00:00,ARRIVAL,,194
69,1284,DL1284,DAL1284,Los Angeles International,2,26,,,2021-04-24T08:33:00+00:00,2021-04-24T08:33:00+00:00,2021-04-24T08:20:00+00:00,2021-04-24T08:20:00+00:00,2021-04-24T08:20:00+00:00,ARRIVAL,,194
70,7043,AA7043,AAL7043,Los Angeles International,B,,,,2021-04-24T19:40:00+00:00,2021-04-24T19:40:00+00:00,2021-04-24T19:11:00+00:00,2021-04-24T19:11:00+00:00,2021-04-24T19:11:00+00:00,ARRIVAL,,194
71,7750,DL7750,DAL7750,Los Angeles International,B,,,,2021-04-24T19:40:00+00:00,2021-04-24T19:40:00+00:00,2021-04-24T19:11:00+00:00,2021-04-24T19:11:00+00:00,2021-04-24T19:11:00+00:00,ARRIVAL,,194
72,327,CZ327,CSN327,Los Angeles International,B,,,,2021-04-24T19:40:00+00:00,2021-04-24T19:40:00+00:00,2021-04-24T19:11:00+00:00,2021-04-24T19:11:00+00:00,2021-04-24T19:11:00+00:00,ARRIVAL,,194
73,6875,EK6875,UAE6875,Los Angeles International,5,59,,,2021-04-24T12:05:00+00:00,2021-04-24T12:05:00+00:00,2021-04-24T12:00:00+00:00,2021-04-24T12:00:00+00:00,2021-04-24T12:00:00+00:00,ARRIVAL,,194
74,3827,QR3827,QTR3827,Los Angeles International,5,59,,,2021-04-24T12:05:00+00:00,2021-04-24T12:05:00+00:00,2021-04-24T12:00:00+00:00,2021-04-24T12:00:00+00:00,2021-04-24T12:00:00+00:00,ARRIVAL,,194
75,7364,SA7364,SAA7364,Los Angeles International,5,59,,,2021-04-24T12:05:00+00:00,2021-04-24T12:05:00+00:00,2021-04-24T12:00:00+00:00,2021-04-24T12:00:00+00:00,2021-04-24T12:00:00+00:00,ARRIVAL,,194
76,1496,SQ1496,SIA1496,Los Angeles International,5,59,,,2021-04-24T12:05:00+00:00,2021-04-24T12:05:00+00:00,2021-04-24T12:00:00+00:00,2021-04-24T12:00:00+00:00,2021-04-24T12:00:00+00:00,ARRIVAL,,194
77,1127,TN1127,THT1127,Los Angeles International,4,46C,T4C1,,2021-04-24T12:10:00+00:00,2021-04-24T12:10:00+00:00,2021-04-24T11:43:00+00:00,2021-04-24T11:43:00+00:00,2021-04-24T11:43:00+00:00,ARRIVAL,,194
78,487,AA487,AAL487,Los Angeles International,4,46C,T4C1,,2021-04-24T12:10:00+00:00,2021-04-24T12:10:00+00:00,2021-04-24T11:43:00+00:00,2021-04-24T11:43:00+00:00,2021-04-24T11:43:00+00:00,ARRIVAL,,194
79,4905,AM4905,AMX4905,Los Angeles International,2,28,,,2021-04-24T07:58:00+00:00,2021-04-24T07:58:00+00:00,2021-04-24T07:40:00+00:00,2021-04-24T07:40:00+00:00,2021-04-24T07:40:00+00:00,ARRIVAL,,194
80,7561,WS7561,WJA7561,Los Angeles International,2,28,,,2021-04-24T07:58:00+00:00,2021-04-24T07:58:00+00:00,2021-04-24T07:40:00+00:00,2021-04-24T07:40:00+00:00,2021-04-24T07:40:00+00:00,ARRIVAL,,194
81,7579,KL7579,KLM7579,Los Angeles International,2,28,,,2021-04-24T07:58:00+00:00,2021-04-24T07:58:00+00:00,2021-04-24T07:40:00+00:00,2021-04-24T07:40:00+00:00,2021-04-24T07:40:00+00:00,ARRIVAL,,194
82,3901,DL3901,DAL3901,Los Angeles International,2,28,,,2021-04-24T07:58:00+00:00,2021-04-24T07:58:00+00:00,2021-04-24T07:40:00+00:00,2021-04-24T07:40:00+00:00,2021-04-24T07:40:00+00:00,ARRIVAL,,194
83,3172,WN3172,SWA3172,Los Angeles International,1,12A,,,2021-04-24T08:15:00+00:00,2021-04-24T08:15:00+00:00,2021-04-24T07:52:00+00:00,2021-04-24T07:52:00+00:00,2021-04-24T07:52:00+00:00,ARRIVAL,,194
84,516,DL516,DAL516,Los Angeles International,2,22,,,2021-04-24T11:47:00+00:00,2021-04-24T11:47:00+00:00,2021-04-24T11:34:00+00:00,2021-04-24T11:34:00+00:00,2021-04-24T11:34:00+00:00,ARRIVAL,,194
85,2373,HA2373,HAL2373,Los Angeles International,5,50,,,2021-04-24T09:45:00+00:00,2021-04-24T09:45:00+00:00,2021-04-24T09:27:00+00:00,2021-04-24T09:27:00+00:00,2021-04-24T09:27:00+00:00,ARRIVAL,,194
86,3809,QR3809,QTR3809,Los Angeles International,5,50,,,2021-04-24T09:45:00+00:00,2021-04-24T09:45:00+00:00,2021-04-24T09:27:00+00:00,2021-04-24T09:27:00+00:00,2021-04-24T09:27:00+00:00,ARRIVAL,,194
87,717,B6717,JBU717,Los Angeles International,5,50,,,2021-04-24T09:45:00+00:00,2021-04-24T09:45:00+00:00,2021-04-24T09:27:00+00:00,2021-04-24T09:27:00+00:00,2021-04-24T09:27:00+00:00,ARRIVAL,,194
88,23,VS23,VIR23,Los Angeles International,2,,,,2021-04-24T17:45:00+00:00,2021-04-24T17:45:00+00:00,2021-04-24T17:21:00+00:00,2021-04-24T17:21:00+00:00,2021-04-24T17:21:00+00:00,ARRIVAL,,194
89,4217,AC4217,ACA4217,Los Angeles International,8,85,4,,2021-04-24T07:28:00+00:00,2021-04-24T07:28:00+00:00,2021-04-24T06:58:00+00:00,2021-04-24T06:58:00+00:00,2021-04-24T06:58:00+00:00,ARRIVAL,,194
90,2812,NZ2812,ANZ2812,Los Angeles International,8,85,4,,2021-04-24T07:28:00+00:00,2021-04-24T07:28:00+00:00,2021-04-24T06:58:00+00:00,2021-04-24T06:58:00+00:00,2021-04-24T06:58:00+00:00,ARRIVAL,,194
91,4786,UA4786,UAL4786,Los Angeles International,8,85,4,,2021-04-24T07:28:00+00:00,2021-04-24T07:28:00+00:00,2021-04-24T06:58:00+00:00,2021-04-24T06:58:00+00:00,2021-04-24T06:58:00+00:00,ARRIVAL,,194
92,3883,DL3883,DAL3883,Los Angeles International,2,24,,,2021-04-24T07:59:00+00:00,2021-04-24T07:59:00+00:00,2021-04-24T07:30:00+00:00,2021-04-24T07:30:00+00:00,2021-04-24T07:30:00+00:00,ARRIVAL,,194
93,8860,UA8860,UAL8860,Los Angeles International,B,130,,,2021-04-24T19:00:00+00:00,2021-04-24T19:00:00+00:00,2021-04-24T18:48:00+00:00,2021-04-24T18:48:00+00:00,2021-04-24T18:48:00+00:00,ARRIVAL,,194
94,4214,NZ4214,ANZ4214,Los Angeles International,B,130,,,2021-04-24T19:00:00+00:00,2021-04-24T19:00:00+00:00,2021-04-24T18:48:00+00:00,2021-04-24T18:48:00+00:00,2021-04-24T18:48:00+00:00,ARRIVAL,,194
95,7329,OS7329,AUA7329,Los Angeles International,B,130,,,2021-04-24T19:00:00+00:00,2021-04-24T19:00:00+00:00,2021-04-24T18:48:00+00:00,2021-04-24T18:48:00+00:00,2021-04-24T18:48:00+00:00,ARRIVAL,,194
96,7246,SN7246,BEL7246,Los Angeles International,B,130,,,2021-04-24T19:00:00+00:00,2021-04-24T19:00:00+00:00,2021-04-24T18:48:00+00:00,2021-04-24T18:48:00+00:00,2021-04-24T18:48:00+00:00,ARRIVAL,,194
97,452,LH452,DLH452,Los Angeles International,B,130,,,2021-04-24T19:00:00+00:00,2021-04-24T19:00:00+00:00,2021-04-24T18:48:00+00:00,2021-04-24T18:48:00+00:00,2021-04-24T18:48:00+00:00,ARRIVAL,,194
98,3067,EK3067,UAE3067,Los Angeles International,6,69B,,,2021-04-24T08:14:00+00:00,2021-04-24T08:14:00+00:00,2021-04-24T07:44:00+00:00,2021-04-24T07:44:00+00:00,2021-04-24T07:44:00+00:00,ARRIVAL,,194
99,3473,AS3473,ASA3473,Los Angeles International,6,69B,,,2021-04-24T08:14:00+00:00,2021-04-24T08:14:00+00:00,2021-04-24T07:44:00+00:00,2021-04-24T07:44:00+00:00,2021-04-24T07:44:00+00:00,ARRIVAL,,194
100,6577,AS6577,ASA6577,Los Angeles International,5,54A,T5C5,,2021-04-23T09:07:00+00:00,2021-04-23T09:07:00+00:00,2021-04-23T08:41:00+00:00,2021-04-23T08:41:00+00:00,2021-04-23T08:41:00+00:00,ARRIVAL,,194
101,7557,JL7557,JTL7557,Los Angeles International,5,54A,T5C5,,2021-04-23T09:07:00+00:00,2021-04-23T09:07:00+00:00,2021-04-23T08:41:00+00:00,2021-04-23T08:41:00+00:00,2021-04-23T08:41:00+00:00,ARRIVAL,,194
102,9448,MH9448,MAS9448,Los Angeles International,5,54A,T5C5,,2021-04-23T09:07:00+00:00,2021-04-23T09:07:00+00:00,2021-04-23T08:41:00+00:00,2021-04-23T08:41:00+00:00,2021-04-23T08:41:00+00:00,ARRIVAL,,194
103,2348,AA2348,AAL2348,Los Angeles International,5,54A,T5C5,,2021-04-23T09:07:00+00:00,2021-04-23T09:07:00+00:00,2021-04-23T08:41:00+00:00,2021-04-23T08:41:00+00:00,2021-04-23T08:41:00+00:00,ARRIVAL,,194
104,2160,VS2160,VIR2160,Los Angeles International,2,23,,,2021-04-23T11:10:00+00:00,2021-04-23T11:10:00+00:00,2021-04-23T10:48:00+00:00,2021-04-23T10:48:00+00:00,2021-04-23T10:48:00+00:00,ARRIVAL,,194
105,312,DL312,DAL312,Los Angeles International,2,23,,,2021-04-23T11:10:00+00:00,2021-04-23T11:10:00+00:00,2021-04-23T10:48:00+00:00,2021-04-23T10:48:00+00:00,2021-04-23T10:48:00+00:00,ARRIVAL,,194
106,731,NK731,NKS731,Los Angeles International,5,56,,,2021-04-23T08:33:00+00:00,2021-04-23T08:33:00+00:00,2021-04-23T08:04:00+00:00,2021-04-23T08:04:00+00:00,2021-04-23T08:04:00+00:00,ARRIVAL,,194
107,7523,JL7523,JTL7523,Los Angeles International,5,54B,T4C1,,2021-04-23T09:02:00+00:00,2021-04-23T09:02:00+00:00,,,,ARRIVAL,,194
108,9583,MH9583,MAS9583,Los Angeles International,5,54B,T4C1,,2021-04-23T09:02:00+00:00,2021-04-23T09:02:00+00:00,,,,ARRIVAL,,194
109,669,AA669,AAL669,Los Angeles International,5,54B,T4C1,,2021-04-23T09:02:00+00:00,2021-04-23T09:02:00+00:00,,,,ARRIVAL,,194
110,9486,MH9486,MAS9486,Los Angeles International,4,47A,T4C2,,2021-04-23T08:28:00+00:00,2021-04-23T08:28:00+00:00,2021-04-23T08:01:00+00:00,2021-04-23T08:01:00+00:00,2021-04-23T08:01:00+00:00,ARRIVAL,,194
111,524,AA524,AAL524,Los Angeles International,4,47A,T4C2,,2021-04-23T08:28:00+00:00,2021-04-23T08:28:00+00:00,2021-04-23T08:01:00+00:00,2021-04-23T08:01:00+00:00,2021-04-23T08:01:00+00:00,ARRIVAL,,194
112,2621,AF2621,AFR2621,Los Angeles International,2,24,,,2021-04-23T08:30:00+00:00,2021-04-23T08:30:00+00:00,2021-04-23T08:03:00+00:00,2021-04-23T08:03:00+00:00,2021-04-23T08:03:00+00:00,ARRIVAL,,194
113,4703,AM4703,AMX4703,Los Angeles International,2,24,,,2021-04-23T08:30:00+00:00,2021-04-23T08:30:00+00:00,2021-04-23T08:03:00+00:00,2021-04-23T08:03:00+00:00,2021-04-23T08:03:00+00:00,ARRIVAL,,194
